"Record ID","Deal Name","Close Date","Deal owner","HubSpot Team","Deal Stage","Amount","Segment ","Geography","POC Indication","Deal Stage Before Closed","In Call","Create Date","Qualified Date","Closed Lost Reason","Closed Lost Details","Managers In Call","Previous Amount","Evaluated competitors","Incumbent Competition","Cumulative time in ""SDR Discovery (Classic)"" (HH:mm:ss)","Cumulative time in ""SDR / Omitted  Opp (Classic)"" (HH:mm:ss)","Cumulative time in ""Demo / Presentation  (Classic)"" (HH:mm:ss)","Cumulative time in ""Business Validation (Classic)"" (HH:mm:ss)","Cumulative time in ""Formal Pilot (Classic)"" (HH:mm:ss)","Cumulative time in ""Business Case Confirmation (Classic)"" (HH:mm:ss)","Cumulative time in ""Negotiation / Legal (Classic)"" (HH:mm:ss)"
"29855507985","Collectors","2025-01-24 00:04","John Romano","US MM","Closed Lost","100000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-12-04 21:13","2024-12-19","Price; Bad timing","Hi John,

At this point, we are not interested in exploring Port further. I will reach out if we decide to revisit this conversation in the future.
Appreciate your understanding.
-Kanwar.

Trying to get further context but my assumption is Price was the issue here given we were 10x what they paid for Cortex, which they ultimately didn't renew due to poor adoption","","","Cortex","","","355:48:23","847:02:21","","","",""
"29847893069","RoadRunner Recycling ","2025-03-19 21:03","John Romano","US MM","Closed Lost","24000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-12-04 20:44","2024-12-11","Unable to connect","Unresponsive since first call","","","Backstage","","","168:57:00","2351:21:39","","","",""
"31639563953","Duolingo","2025-01-23 16:31","Chris Newsome","US MM","Closed Lost","100000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-12-04 16:36","2024-12-09","Competition","Thanks so much for your time and for showing us around Port but we're going to go in a different direction. I'll definitely reach back out if we revisit the developer portal decision in the future!","","","Backstage","","","125:35:09","389:46:30","","","",""
"29802399132","Southwest Airlines","2026-01-21 23:23","Jeff Graham","US Ent","Closed Lost","100000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-12-03 23:28","2025-01-09","Bad timing","bad timing","","","Backstage; Harness","","","881:58:44","9053:56:16","","","",""
"31699655344","Chan Zuckerberg Initiative","2025-01-23 16:25","Daniel Alper","US MM","Closed Lost","54240.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-12-03 22:35","2025-01-17","Competition","""We have had and will continue to have the need to build fully custom React-based (rather than iframe) frontend plugins like you can do in Backstage. Given that, we determined that the cost of adoption was too high for our small team since it wouldn't completely replace our need for Backstage.""","","","Backstage","Backstage","","217:29:25","142:31:34","","","",""
"29787833372","Block","2025-03-11 15:04","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-12-03 22:05","2025-01-09","Competition","Went with GetDX for their scorecarding use case. (Correlating survey data - e.g. engineers reporting a 3-day cycle time - with quantitative data e.g. GitHub showing a 5-day cycle time","","","","","","882:21:32","1462:38:18","","","",""
"33324945311","i360","2025-10-23 16:04","Sam Neill (Deactivated User)","US Ent","Closed Lost","64000.0","Mid-Market","America","With POC","Negotiation / Legal","No","2024-12-03 21:46","2025-02-25","Budget; No value","After a quick fire POC i360 didn't have the budget to complete the partnership despite assuring us they did. We we're hopeful that with the signing of their sister company this would convert.","","","Harness","","","349:30:41","00:00:03","25:15:08","667:34:10","188:51:34","4869:50:53"
"32986204987","UC Santa Barbara","2025-05-14 15:30","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-12-03 20:47","2025-02-13","Other","Reporting use case. Team has been dark - nurture","","","Backstage","","","227:35:53","2151:14:13","","","",""
"29782636922","Maximus Inc","2025-02-20 00:20","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","75000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-12-03 02:36","2024-12-12","Other","Maximus's customers are almost exclusively federal + state/local government agencies. FedRAMP is a requirement.","","","","","","213:50:42","1679:53:28","","","",""
"29514041510","Bastian Solutions- Toyota Advanced Logistics","2025-04-06 18:05","Jeff Graham","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-23 00:58","2024-12-12","Unable to connect","Went dark. Was also having issues with ADO","","","","","","470:41:38","00:00:06","2761:25:23","","",""
"29485575794","EMBURSE","2025-02-06 16:56","Joe Leland (Deactivated User)","US MM","Closed Lost","48000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-22 21:23","2024-12-18","Unable to connect; No-show","Was unable to connect with Champion after initial conversation and evaluation Prep.  have not heard back. killing opp for now","","","Backstage; Opslevel; Compass","","","619:57:29","1199:35:13","","","",""
"29273195359","NASDAQ","2025-05-07 15:22","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","225000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-18 21:31","2024-11-22","Other","Eval team selected Port for bakeoff, but faced heavy internal pressure to scope the build/maint. costs for an internal solution first. Wouhib/Andrew/Steven are dark","","","Backstage; Cortex; Opslevel","Backstage","","96:12:33","2579:49:29","1396:49:08","","",""
"29261567750","Curriculum Associates","2025-04-25 19:11","John Romano","US MM","Closed Lost","48000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-18 19:42","2024-12-11","Unable to connect","Haven't been to make progress since initial call - no buying motion","","","Backstage; Opslevel","","","532:31:28","3257:57:34","","","",""
"29824346776","OneTrust ","2025-01-27 19:05","Joe Leland (Deactivated User)","US MM","Closed Lost","85000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-18 08:36","2024-11-26","Competition; Other","was notified that they are ""not going ahead with Port"". this was after their team last-minute cancelled POC Scoping call and ran their own ""Evaluation"" and presented to leadership. We were in the dark on what/how they presented.  Waiting to hear back on details.","","","Cortex; Backstage","","","183:58:14","1303:47:55","","","",""
"30866041152","O.C. Tanner ","2025-02-04 23:21","John Romano","US MM","Closed Lost","72000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-11-15 20:09","2024-12-05","Bad timing","""We’ve had some organizational changes (CTO retired, leadership changing, re-orgs are still coming). I think our plans to even look at anything in the Developer Portal space has now been pushed back. I don’t see us doing any POC in 2025 unfortunately.
I wouldn’t mind touching base again in a few more months, but it’s going to be a slow going process for us before we have bandwidth to consider proceeding with any POC."" - Ryan Hansen
","","","Backstage","","","167:19:34","733:20:54","335:11:09","","",""
"29143960382","Drata","2025-06-27 17:04","John Romano","US MM","Closed Lost","72000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-15 19:44","2024-11-22","Bad timing","Heads down working on Integration project post M&A","","","Cortex; Backstage; Opslevel","","","169:10:59","284:13:55","4918:54:31","","",""
"31880479652","IXL Learning Inc ","2025-08-06 22:30","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-15 06:53","2025-02-06","Unable to connect","no response to follow up","","","Cortex; Backstage","","","604:30:25","4349:05:02","","","",""
"29122249319","Jack Henry & Associates","2025-04-21 20:43","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-15 01:00","2025-02-06","Unable to connect","Can't get anyone on the phone to discuss moving forward.","","","","","","2007:29:37","1779:13:16","","","",""
"29117035134","Qualcomm","2025-08-06 20:21","Sam Neill (Deactivated User)","US Ent","Closed Lost","80000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-14 22:49","2024-12-05","Budget; Early stage; Bad timing; Unable to connect","no response after a time - no forward momentum","","","Backstage","","","499:46:53","5856:45:18","","","",""
"33843702350","DAT Freight & Analytics","2025-07-21 18:48","John Romano","US MM","Closed Lost","84000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-14 19:45","2024-11-25","Competition","Moving fwd with Datadog's IDP offering because they have a large contract with them are getting IDP at no additional cost. Datadog promised them a complete IDP, time will tell if they can deliver.","","","Datadog","","","267:52:25","826:22:02","2732:16:10","","",""
"29039828901","Spreetail ","2025-05-13 00:50","John Romano","US MM","Closed Lost","24000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-11-14 05:46","2024-11-22","Bad timing","the company is focusing on AI and our Data Platform. Unfortunately, is not a priority to leverage a Developer Portal.","","","Cortex","","","206:26:10","1851:37:55","2256:00:25","","",""
"32081819730","Vimeo","2025-02-27 16:37","Joe Leland (Deactivated User)","US MM","Closed Lost","24000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-14 01:22","2025-01-30","Price; Unable to connect","They are looking at IDP for their small team in Israel and stated Seat based model is way too much. We offered a conversation with Shlomi, but have not heard back ","","","Backstage","","","358:51:58","671:44:55","","","",""
"29036242038","Lenovo","2026-03-03 17:50","Jeff Graham","US Ent","Closed Lost","100000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-14 00:23","2024-12-09","Bad timing","no budget","","","","","","615:27:50","10777:58:40","","","",""
"29042699862","Koch Industries","2026-04-23 15:43","Rick Walker","US Ent","Closed Lost","150000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-14 00:04","2024-11-21","Unable to connect","Opp is 2 years old","","","Backstage; Compass","","","184:54:16","12429:44:45","","","",""
"29070082904","3CLogic","2025-02-20 23:31","John Romano","US MM","Closed Lost","36000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-13 20:43","2024-12-31","Bad timing","Hey guys,
I am sorry but too much going on right now, and no where near to consider this.
I will reach back out when we are closer.
Thanks, Anshuman

No buying motion ","","","","","","217:06:26","1227:10:02","","","",""
"29386081114","Intuit","2025-05-14 20:52","Sam Neill (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-13 20:25","2024-11-20","Unable to connect","Early discussions never progressed ","","","Backstage","In house IDP; In-house IDP","","07:18:43","4201:16:16","","","",""
"28960657441","RTX (Raytheon)","2026-03-06 02:55","Jeff Graham","US Ent","Closed Lost","200000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-12 22:30","2024-12-10","Unable to connect","Stopped taking calls","","","Backstage; Cortex; Opslevel","","","667:01:27","7042:51:07","3766:32:18","","",""
"29371052717","Nice Systems","2025-04-22 16:40","Sam Neill (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-12 20:23","2024-12-19","Unable to connect","No response post demo and disco","","","Backstage","","","717:54:15","2974:52:24","","","",""
"28982302030","SnapLogic","2025-02-21 21:48","John Romano","US MM","Closed Lost","48000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-11-12 19:29","2024-12-05","Budget","Unfortunately, due to internal roadmap changes and budget constraints, we're unable to proceed with the IDP project at this point in time. - Jay","","","Backstage","","","554:25:26","1871:53:57","","","",""
"28919880504","ECI Software Solutions Inc","2025-04-01 00:21","Chris Newsome","US MM","Closed Lost","72000.0","Mid-Market","America","With POC","Business case confirmation","Yes","2024-11-10 17:08","2024-11-12","Competition; Not right company/ persona","continuing with homegrown solution, single threaded with low level Director, CIO prefers homegrown solution ","","","","","","50:01:39","170:18:06","","691:51:03","2478:02:53",""
"28887339556","aPriori","2025-04-01 22:45","Chris Newsome","US MM","Closed Lost","24000.0","Mid-Market","America","No POC","Pilot Prep","Yes","2024-11-10 10:46","2025-01-14","Product; Missing Feature; Competition","Moving forward with OpsLevel and Cortex pilots - have more ""out of the box"" capabilities ","","","Humanitech; Cortex","","","1568:43:35","1330:49:34","519:25:28","","",""
"28866151337","Kimberly-Clark - Backstage Plugin","2025-02-12 16:48","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","48000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-08 00:00","2024-11-08","Unable to connect","Demoed plugin before the holidays in Dec. Shally ghosted on next steps. Estimates are that it will take her ~12 mo to deliver scorecarding use cases if they are 100% in-house. nurture","","","Backstage","Backstage","","00:02:51","2320:45:08","","","",""
"28856069399","PayPal (Venmo)","2026-01-20 21:01","Jeff Graham","US Ent","Closed Lost","150000.0","Enterprise","America","No POC","Pilot Prep","No","2024-11-07 18:03","2024-11-21","Other","Not working with Venmo team anymore and moved to the paypal team","","","Cortex; Opslevel","In house IDP","","334:48:47","526:44:30","9677:25:06","","",""
"28847934106","Desjardins General Insurance Inc ","2026-01-21 23:24","Jeff Graham","US Ent","Closed Lost","100000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-11-07 17:08","2024-12-09","Unable to connect","none responsive","","","Backstage","","","766:46:42","9799:24:03","00:04:09","","00:00:49",""
"29112021851","WillowTree","2025-02-26 21:13","John Romano","US MM","Closed Lost","100000.0","Mid-Market","America","With POC","Formal Pilot","No","2024-11-06 18:16","2024-11-08","Budget","They were unable to secure budget for an IDP (Port or Cortex) or more pointed solutions (DX or software.com) and are now resorting to manual data collection (google forms) and reporting to get DORA metrics and track AI tool usage.  I positioned Port360 and will follow up in a few months to see how manual route is going","","","Cortex","","","53:07:14","113:12:39","297:44:47","1735:43:32","473:06:07",""
"28530735027","Carnegie Learning","2024-12-04 21:38","John Romano","US MM","Closed Lost","48000.0","Mid-Market","America","With POC","Formal Pilot","No","2024-10-30 17:59","2024-11-06","Product","Hey Guys, after discussing with the team, I've made the decision to not continue with the POC. I think Port is great but maybe not ready for how our org would need to use it. Namely not being confident on how the github integration would work with our Github Enterprise setup and how the aws sync agent would work for us.
I appreciate all the time and being open to questions and maybe we can revisit this in the future. - Shay Wheatley","","","Cortex","","","170:47:21","00:37:34","168:19:59","503:54:35","",""
"28356583062","b.well - v3","2024-11-06 15:43","Chris Newsome","US MM","Closed Lost","30000.0","Mid-Market","America","","Demo / Presentation","No","2024-10-25 22:08","2024-10-28","Not right company/ persona","Scott Scoble continues to evaluate Port with minimal reason to do so. ","","","Cortex; Backstage; Roadie; Humanitech","","","67:30:24","215:04:31","","","",""
"28365672348","MyBrand / Tram Case","2025-02-26 21:15","John Romano","US MM","Closed Lost","18000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-10-25 19:06","2024-11-05","Unable to connect; Early stage","Have gone dark and still ramping up to 10 developers (I believe they have 4 now), at which point they'll need SSO/Pro license. ","","","Backstage","","","267:30:04","23:47:58","2687:51:32","","",""
"28356543901","Amerisure","2025-03-19 21:19","John Romano","US MM","Closed Lost","24000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-10-25 17:47","2024-10-28","Bad timing","Doesn't have the time to evaluate Port, small developer org","","","Backstage","","","78:22:08","3406:10:25","","","",""
"28271890070","Lexmark International, Inc.","2025-04-22 19:58","Sam Neill (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-10-22 21:36","2024-10-24","Unable to connect","No response after months of on and off","","","","","","42:28:03","4323:53:18","","","",""
"28235287835","Bumble","2024-11-20 18:04","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","48000.0","Mid-Market","America","","Demo / Presentation","No","2024-10-22 13:16","2024-10-24","Competition","They provided positive feedback in terms of Port UI and capabilities. However, they decided to move forward with another tool that is more extensible/customisable (backstage?) aiming to set up a meeting with Zohar to learn more about this.","","","Backstage; Roadie","","","54:47:15","647:00:18","","","",""
"23370816585","Enterprise Products","2025-03-05 14:51","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-10-18 16:09","2024-10-23","Unable to connect","Went dark, but leadership was previously leaning toward backstage. Get answer from Moises or Peter","","","Backstage","","","104:38:13","3207:03:19","","","",""
"35396649286","Wells Fargo","2026-03-04 04:08","Rick Walker","US Ent","Closed Lost","250000.0","Enterprise","America","No POC","Pilot Prep","No","2024-10-17 01:40","2025-01-09","Other","reopened opp after a year","","","Backstage; Harness","Backstage","","437:33:21","17:56:59","8028:41:19","","",""
"32425585713","Pagerduty","2025-03-21 20:44","Joe Leland (Deactivated User)","US MM","Closed Lost","100000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-10-16 18:54","2024-11-06","Bad timing; Competition","Met with them in late 2024, kicking the tires on looking at something other than Backstage.  Heard back that they are going to stay with backstage for the time being.  

Zohar met with CIO and was pushing for an intro with SVP Engineering and once we can get in contact with them then we can move things from the top.","","","Backstage; Cortex; Opslevel","Backstage","","502:16:07","1300:56:40","","","",""
"23249201934","FloQast","2025-02-24 17:57","John Romano","US MM","Closed Lost","50000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-10-16 17:51","2024-10-23","Price; Competition","At this time they prefer Spotify Portal for Backstage because you can build with React, which is their preferred language.  A major deciding factor was price, they're going to be able to cover 150-200 developers at $30k/year and are also getting an active user licensing model.  Spotify is also letting them continue to use for free for 3-6 months for all their developers. One of Rune's concerns is Engineering Leadership actually adopting. We're reconnecting in 2 months to see how things are going.","","","Backstage","Backstage","","167:03:05","145:04:07","2136:12:53","598:33:37","98:12:31",""
"23237556286","LexisNexis","2026-03-06 02:48","Jeff Graham","US Ent","Closed Lost","200000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-10-15 11:44","2024-10-21","Unable to connect","contacts left company","","","Backstage","","","151:13:08","12008:50:37","","","",""
"23202819692","Customer.io","2025-05-08 21:19","John Romano","US MM","Closed Lost","36000.0","Mid-Market","America","With POC","Business case confirmation","No","2024-10-13 06:43","2024-10-18","Budget","Lack of resources to build Port and did not want to pay for services

Also, lack of confidence in their ability to implement Port based on where we finished the POC.  Had them meet with Omri to try to instill more confidence in our ability to get them from 70% completion of user stories to a point of seeing value.  Will have their SRE team explore the free tier but ultimately no urgency in getting something in place. 
","","","Opslevel","","","129:13:02","120:56:43","701:16:14","3953:57:29","77:12:00",""
"23137228306","Knowde","2024-12-31 16:35","Chris Newsome","US MM","Closed Lost","27000.0","Mid-Market","America","","Pilot Prep","No","2024-10-10 14:20","2024-10-15","Budget","hey Chris, I've just chatted with the director and he frozen this project. While we understand the value of bringing Port to wider audience we need to move the budget to other areas. This won't change in the first half of 2025 year. I'm so sorry for making all of this disturbance but this is how chaotic startup operations can be. I'll keep you posted if anything changes","","","","","","121:35:10","49:38:49","1800:01:40","","",""
"23016186711","Teladoc Health","2025-02-04 17:55","Sam Neill (Deactivated User)","US Ent","Closed Lost","100000.0","Enterprise","America","No POC","Pilot Prep","No","2024-10-08 13:02","2024-10-15","Bad timing","Project has apparently been shelved til further notice. we attempted a business validation which the contact too and then presented himself without allowing us to be present. lack of champion in the end was what killed this initiative. very single-threaded.","","","Cortex; Backstage; Humanitech","","","174:07:21","1177:36:53","1510:08:59","","",""
"32463116213","Forge ","2024-10-18 15:40","Joe Leland (Deactivated User)","US MM","Closed Lost","30000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-09-25 20:38","2024-09-30","Bad timing","Emailed me before we are syncing on 10/23 and said ""Due to unforeseen circumstances, we need to delay our upcoming conversations for three months"" waiting to hear back, but they all declined meeting","","","","","","118:42:08","428:19:43","","","",""
"30888011588","kinaxis","2025-01-21 18:14","Joe Leland (Deactivated User)","US MM","Closed Lost","80000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-09-25 19:01","2024-11-08","Bad timing","Other team priorities for Q1, regrouping in late Q1/early Q2","","","Cortex; Backstage; Opslevel","","","1054:24:34","725:09:14","","","",""
"22619273319","Parker Hannifin","2026-04-01 01:11","Rick Walker","US Ent","Closed Lost","75000.0","Enterprise","America","With POC","Negotiation / Legal","No","2024-09-25 16:37","2024-10-24","No-show","Went dark","","","Backstage","","","695:52:07","2521:07:27","","2109:33:35","1396:08:56","6533:52:32"
"22487455650","Intact Financial","2025-03-19 16:24","Jeff Graham","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-09-21 03:12","2024-11-27","No value","No Value - Have their own internal portal","","","Backstage","In-house IDP","","1623:45:42","2686:26:12","","","",""
"22369894531","One Medical","2025-01-13 15:39","John Romano","US MM","Closed Lost","48000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-09-17 22:38","2024-10-03","Champion left/ Company cuts","Jason left, targeting his new company. Other contact Brian was told this is a ""no""","","","Backstage; Opslevel","","","383:42:57","2442:17:25","","","",""
"22250657428","Bell Canada - Backstage Team","2025-06-11 04:11","Sam Neill (Deactivated User)","US Ent","Closed Lost","79050.0","Enterprise","America","With POC","Negotiation / Legal","No","2024-09-13 18:49","2024-09-26","Other","Refused to make a move and insisted on pricing that we were not comfortable supporting. ","","","Backstage","Backstage","","309:54:21","1490:08:32","1702:43:22","1633:57:44","","1352:37:27"
"22238920365","Quarks ","2024-09-25 19:21","Chris Newsome","US MM","Closed Lost","30000.0","Mid-Market","America","","Demo / Presentation","No","2024-09-13 12:48","2024-09-18","No-show","mistakenly opened opp, company is 100% India with no US presence/executives, no-show followup meeting ","","","","","","121:55:56","172:37:15","","","",""
"22183492648","Viasat Inc ","2025-05-14 00:45","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","78660.0","Enterprise","America","With POC","Business case confirmation","No","2024-09-12 01:37","2024-10-17","No-show","Backstage team was able to halt our project... for now...

Ryan Manzer: ""We will be putting the (Port) project on hold for a while.

We still have no plans to go to Backstage and Port will be what we are aiming for BUT the directive I've been given is to concentrate on the automations and plan for a headless design for now with the hopes of using Port in the future.""","","","Backstage","Backstage","","240:17:18","120:36:51","183:53:50","00:00:04","1473:50:07","3238:05:12"
"22047044188","Walmart","2025-04-22 16:41","Sam Neill (Deactivated User)","US Ent","Closed Lost","150000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-09-08 13:45","2024-09-16","Unable to connect","No response and failure to show for meeting","","","","In house IDP; In-house IDP","","201:29:36","5225:26:25","","","",""
"21955917401","Starbucks","2025-02-04 17:44","Sam Neill (Deactivated User)","US Ent","Closed Lost","85000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-09-05 20:50","2024-09-11","Unable to connect","No life after a few back and forths.","","","Backstage","","","143:56:04","3501:58:28","","","",""
"21953664110","Visa ","2025-07-24 17:15","Jeff Graham","US Ent","Closed Lost","0.0","Enterprise","America","No POC","Demo / Presentation","No","2024-09-05 18:41","","Other","Duplicate, have another opp open","","","Backstage","In house IDP","","3022:58:18","4703:35:51","","","",""
"21899828407","Slalom<>Tractor Supply","2025-02-26 23:51","Jeff Graham","US Ent","Closed Lost","90000.0","Enterprise","America","With POC","Business case confirmation","Yes","2024-09-03 18:30","2024-09-17","Price; Competition","Price and Opslevel","","","Backstage; Compass; Roadie; Opslevel","","","332:41:49","00:00:10","745:54:57","1486:58:25","1664:45:54",""
"21823103528","Sherwin-Williams","2025-03-26 16:51","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","200000.0","Enterprise","America","No POC","Pilot Prep","No","2024-08-30 21:39","2024-09-17","Competition","Stopped POC - moving forward with Cortex. Product call on 3/31 to review feedback","","","Cortex","","","425:55:45","2047:07:50","2280:02:02","235:05:40","",""
"21783444289","LandSure Systems","2025-01-21 21:31","Chris Newsome","US MM","Closed Lost","70000.0","Mid-Market","America","With POC","Business case confirmation","No","2024-08-28 20:40","2024-08-28","Competition","OpsLevel - ease of use, lower total cost of ownership, felt Port was too mature/complex ","","","Opslevel","","","00:06:30","286:32:29","693:32:58","698:47:28","1826:51:07",""
"21766472376","Chewy","2024-12-04 16:09","Tom Skarzynski (Deactivated User)","US Ent","Closed Lost","100000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-08-28 06:12","2024-08-30","Other","single director on a mission. no traction/initiative yet, but worth nurturing","","","","","","64:08:33","2298:48:20","","","",""
"21761660051","TTEC","2025-03-19 15:48","Jeff Graham","US Ent","Closed Lost","20000.0","Enterprise","America","No POC","Pilot Prep","No","2024-08-27 23:45","2024-09-04","Other","Too small not the right time or the right persona","","","Cortex; Compass","","","189:38:42","691:23:23","4008:00:38","","",""
"21715817757","Travel + Leisure - Reconnect","2025-02-03 21:37","Sam Neill (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-08-26 14:13","2024-09-19","Unable to connect","Not engaging post demp/follow-up for a couple months.","","","Backstage","","","578:21:51","3294:02:22","","","",""
"21714948620","Blue Yonder","2024-09-24 16:32","Jeff Graham","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","Yes","2024-08-26 12:46","2024-08-29","Competition","They are choosing to move forward with spotify/backstage hosted platform","","","Backstage; Harness","","","82:50:05","620:24:55","","","",""
"32425586194","Fedex Dataworks","2025-08-06 20:22","Sam Neill (Deactivated User)","US Ent","Closed Lost","100000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-08-13 21:05","2024-09-17","Unable to connect","no response after a couple calls","","","Backstage","","","838:00:04","4610:53:18","","","",""
"21257675585","Neovest","2025-02-03 21:35","Sam Neill (Deactivated User)","US Ent","Closed Lost","25000.0","Mid-Market","America","No POC","Demo / Presentation","No","2024-08-10 01:55","2024-10-02","Unable to connect","No response","","","Backstage","","","1287:32:37","2981:07:14","","","",""
"21245585232","Jackson","2025-02-04 18:11","John Romano","US MM","Closed Lost","100000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-08-09 14:52","2024-08-28","Bad timing","Spoke to Adam from Purchasing - RFP put on hold due to a lack of resources amidst Dynamics migration and other top priorities. They are in the process of building out a DevEx team so that they have resources ready to go once a decision is made but this could potentially push to 2026. Adam will reach out as soon as the RFP is officially reactivated and assures us we won't have to resubmit.","","","Backstage; Cortex","","","458:39:33","190:57:01","3650:42:35","","",""
"21225981717","Mr. Cooper Group Inc.","2024-12-31 16:08","Jeff Graham","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Pilot Prep","No","2024-08-08 15:11","2024-09-17","Other","Azure Devops integration issues","","","Backstage; Harness","","","961:56:31","817:47:28","593:57:02","1108:16:20","",""
"21197775030","Sinqia","2024-08-27 22:51","Chris Newsome","US MM","Closed Lost","96000.0","Mid-Market","America","","Demo / Presentation","No","2024-08-07 00:04","2024-08-13","Competition","We have many cases of companies in Brazil using backstage and this makes it easier for us to find third parties to help us implement IDPS.","","","Backstage; Humanitech","","","161:25:47","341:21:27","","","",""
"21125905018","Fifth Third Bank","2025-01-23 20:21","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-08-02 06:23","2024-08-15","Bad timing","It's not an active project - it seems like the interest level isn't there for now. ","","","","","","322:23:36","3868:34:17","","","",""
"21094928925","Mosaic","2024-09-12 16:00","Joe Leland (Deactivated User)","US MM","Closed Lost","24000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-07-31 22:20","2024-08-29","Bad timing","""Let's postpone indefinitely until I get some more time to explore the platform.""","","","Backstage; Humanitech","","","689:30:02","","336:09:59","","",""
"21076977825","Qualcomm","2025-02-06 18:11","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-07-31 00:33","2024-08-15","Other","Duplicate","","","Backstage","","","376:13:50","4202:24:15","","","",""
"33182929963","Rasa Technologies Inc","2024-11-13 15:09","Joe Leland (Deactivated User)","US MM","Closed Lost","24000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-07-24 12:59","2024-08-07","Bad timing","Stated that they had to prioritize other things and the project is on hold until Q1 2025.","","","Backstage; Cortex","","","342:45:17","503:33:23","454:54:16","1389:56:50","",""
"20801630093","Coverys","2025-04-03 17:41","John Romano","US MM","Closed Lost","24000.0","Mid-Market","America","With POC","Business case confirmation","No","2024-07-16 21:58","2024-07-25","Budget","Wasn't able to get budget approved by Steering Committee ","","","Opslevel","","","217:28:11","185:29:36","194:25:16","1947:56:56","3714:22:50",""
