SK_DEAL,DEAL_CRM_ID,DEAL_NAME,COMPANY_NAME,PIPELINE,DEAL_TYPE,DEAL_TEAM_NAME,DEAL_STAGE,DEAL_CLOSED_DATE,DEAL_CREATED_DATE,SALES_CYCLE_DAYS,DEAL_TOTAL_ARR,DEAL_NET_NEW_ARR,SALES_OWNER,CLOSED_LOST_REASON,HS_LOST_CATEGORIES,CALLS_ANALYZED,LATEST_CALL_DATE,EARLIEST_ANALYZED_CALL_DATE,ANALYZED_SK_CONVERSATIONS,GONG_LOST_CATEGORY,CATEGORY_MATCH,AI_REASON_SUPPORTED,AI_REASON_EXPLANATION,AI_ALTERNATIVE_REASON
160e2afb778baf5f0dbb9cae3286624a,56288447039,Applied Systems,Applied Systems,Classic,newbusiness,US MM,Closed Lost,2026-06-10,2026-02-13,100,393000.00,393000.00,EJ Rauseo,Product;Competition,"[""Value/Product"",""Competitive""]",3,2026-04-21,2026-04-10,"[""7fd98ef8c8a87a0f84550f8a0bcbf236"",""3e4f2aa16e849e547681b8a9bf5baa6c"",""1a00789cec6924a849d46a810774f8a4""]","[""Commercial"",""Fit"",""Timing"",""Value/Product""]",true,no,"Applied Systems expressed concerns about the number of issues encountered during the short pilot, which impacted implementation speed, and they needed to internally review the POC outcomes before deciding on next steps. While Port acknowledged various technical issues and offered solutions, the customer's primary concern was about implementation challenges rather than product capabilities or competitive alternatives.",implementation issues and pilot concerns
74539e4ef8697a0053b3ede96cae5ada,56697417911,OutSystems,OutSystems,Classic,newbusiness,EMEA MM,Closed Lost,2026-06-04,2026-02-20,69,150000.00,150000.00,Sharon Peretz,Competition,"[""Competitive""]",3,2026-05-05,2026-04-10,"[""e797aa14d3f09cc344bb555bc6e0211b"",""2d3831596ad300c5ecd5dc9c191c9f0e"",""d7e7e2ded157ef7eef36109a1e9c26bd""]","[""Commercial"",""Value/Product"",""Timing""]",false,yes,"The transcript clearly shows OutSystems is evaluating ""build vs. buy"" with their architect Valentin spending two weeks building an internal context lake as an alternative to GetPort.io, and London mentions this is a top-down executive mandate to prioritize building over buying solutions. This directly corroborates the ""Competition"" reason since internal build is explicitly listed as a competitive scenario.",
27041ebd3efc5eda6a48c35247f64843,31963869097,Trane Technologies,Trane,Classic,newbusiness,US Ent,Closed Lost,2026-05-26,2025-01-13,488,240000.00,240000.00,Jeff Graham,Bad timing,"[""Timing""]",2,2025-04-11,2025-01-23,"[""9e7b3d267fdac31e891ee898b7d9714a"",""011f766c3f1c2045e1b6281ecbcbbcc4""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",true,likely_no,"The transcript shows active engagement with detailed discussions about implementation, customer success frameworks, onboarding 300 developers, phased rollouts, and partnership collaboration. There are no signals indicating timing issues, budget cycles, or deferral to future periods. Instead, the conversations focus on concrete implementation details and partnership structure.",active deal progression with implementation planning
34ce9b279d2304e285eb7f2209bb08c7,54314206131,GoFundMe,GoFundMe,Classic,newbusiness,US MM,Closed Lost,2026-05-19,2026-01-21,117,200000.00,200000.00,John Romano,Competition,"[""Competitive""]",3,2026-05-15,2026-04-30,"[""47ac55396caa74d552c807d0a20a4ad9"",""f58c7f7ff8f7875a2d0fc77688f4c6e4"",""6b8e7e9cd6df820c7b66a76ce7b1168c""]","[""Commercial"",""Competitive"",""Fit"",""Timing"",""Value/Product""]",true,yes,"The transcript clearly shows GoFundMe chose Cortex over Port, with the summary explicitly stating ""GoFundMe's decision to choose Cortex over Port due to its more opinionated, out-of-the-box solution with pre-built scorecards and a stronger initial visual appeal"" and ""GoFundMe decided to go with a different, more opinionated solution, likely Cortex, over Port.""",
59f7efc980b9937c2d4c28261f71e4c9,58158685341,Alteryx Inc,Alteryx Inc,Classic,newbusiness,US MM,Closed Lost,2026-05-18,2026-03-18,54,200000.00,200000.00,Jill Countey,Product;Price,"[""Value/Product"",""Commercial""]",3,2026-05-05,2026-04-20,"[""b711c2793206feaffe83fe7a42f04c8e"",""ae26477715d84d9a521b09623bff9cf2"",""6bd09274b3dbc8236eb375238087931b""]","[""Commercial"",""Fit"",""Value/Product"",""Timing""]",true,yes,"Sara explicitly states the revised $244K offer is ""still not close enough to their internal build range of $200-250K to be pitchable"" and indicates they're doing a build vs. buy analysis. She also mentions the price point is ""higher than what they are looking to pay"" and suggests Port consider selling a standalone orchestrator product, indicating both product fit issues (wanting only part of the platform) and pricing concerns.",
d4978a3ec67e415f6a4f76cece737850,43191622228,MGM Resorts International,MGM Resorts,Classic,newbusiness,US Ent,Closed Lost,2026-05-14,2025-08-31,254,140000.00,140000.00,Rick Walker,Product;Competition,"[""Value/Product"",""Competitive""]",3,2026-05-13,2026-01-07,"[""d90032822b38d98596bef746752dfc51"",""ac4b7715e60b8ce919016199a1f8128f"",""6b42b5e1f9df49afb2abddbffe59461c""]","[""Commercial"",""Competitive"",""Fit"",""Sponsorship"",""Value/Product""]",true,no,"MGM explicitly decided to switch from Port to Backstage due to challenges with Port's catalog import process and successfully built a customized Backstage solution in under two weeks. Jeff formally requested account deletion and demonstrated their functional Backstage implementation, indicating they chose the competitive alternative over Port.",chose Backstage over Port
83533fe792b2bd048689c1d91e01135c,50459969374,ADEO,ADEO,Classic,newbusiness,EMEA Ent,Closed Lost,2026-05-12,2025-11-26,144,100000.00,100000.00,James Pritchard,Early stage,"[""Timing""]",2,2025-12-09,2025-11-28,"[""d3f2080f78b75bd5f72d0d973538284f"",""51dbf05fca80e9de267a38bb5ed4809a""]","[""Commercial"",""Value/Product""]",false,yes,"The transcript shows ADEO is in early discovery phase with no clear timeline, budget, or decision-making process established. They are still scoping requirements internally, requesting materials and examples to understand how Port would fit their workflows, and planning preliminary meetings to ""agree on a plan forward"" rather than moving toward a purchase decision.",
9790d934df4efc03bae3b69d0e2447ec,57576687105,Hubtel Limited,Hubtel,Classic,newbusiness,EMEA MM,Closed Lost,2026-05-12,2026-03-05,64,100000.00,100000.00,Matthew Bilsland,Product,"[""Value/Product""]",2,2026-03-10,2026-03-09,"[""5ef10601f41bce97b86c1ca870cec152"",""bf2a610c9b61389876adba09d341de73""]","[""Commercial"",""Value/Product""]",true,yes,"The transcript shows Hubtel expressing clear interest in Port's solution, with them having trialed the free version and preferring it over Backstage, presenting a business case to leadership, and requesting a deep dive demo focused on their specific VM deployment needs. There are no signals indicating product capability gaps or lack of value perception.",
7a61f6e7bb0b240ee56f3544903d02be,58369081867,Confluent IO,Confluent IO,Classic,newbusiness,US MM,Closed Lost,2026-05-11,2026-03-26,43,200000.00,200000.00,Jill Countey,Bad timing,"[""Timing""]",2,2026-04-02,2026-03-30,"[""a5c37f1baa042850febb9d3d046226d2"",""a26bec40f5c8e4574206a9220edbb7db""]","[""Commercial"",""Fit"",""Value/Product""]",false,likely_no,"The transcript shows Confluent actively evaluating Port with specific Q2 timeline requirements for their AI agent portal, requesting pricing information, and scheduling follow-up meetings to discuss implementation. However, they mention being ""in the early stages of evaluating"" and needing to ""connect internally to discuss how Port fits into their plan,"" which suggests they may not be ready to proceed immediately despite having defined timelines.","early evaluation stage, internal alignment needed"
5040034fc2c551599f2f13d102557694,53283305220,Cresta,Cresta,Classic,newbusiness,US MM,Closed Lost,2026-05-07,2026-01-06,39,72000.00,72000.00,EJ Rauseo,No value,"[""Value/Product""]",3,2026-04-08,2026-01-08,"[""2e4b5ebb93e85c83904fb04a29305b46"",""4c0f2afcf5690ea5974bd839c053200b"",""53e68239dc390d24dddc46aa0d6b7c89""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",true,likely_yes,"Florin expressed clear concerns about Port's value proposition relative to the $40/seat price point, stating he ""initially feels Port might not justify that price point"" and emphasizing that ""value perception is as important as budget."" He was also uncomfortable with ROI calculations upfront, citing lack of data for accurate projections, which suggests difficulty in seeing clear value.",
524c2aff12346815b0557de42f667508,59638544392,ATOS - Greenfield IDP (New Business),Atos Syntel Inc.,Classic,newbusiness,EMEA Ent,Closed Lost,2026-05-06,2026-04-24,6,0.00,0.00,John Barnes,Competition,"[""Competitive""]",1,2026-04-29,2026-04-29,"[""b593fe7250fb803ab3be99b32c3461ae""]","[""Commercial"",""Value/Product"",""Timing""]",false,yes,"The transcript clearly shows Atos Syntel is in a ""build-versus-buy decision, weighing the pros and cons of commercial platforms like Port against open-source solutions like Backstage, considering maintenance, ownership, and cost."" This directly corroborates the ""Competition"" reason, as they are actively evaluating Backstage (our competitor) as an alternative to Port.",
d352995b673604449f46b4bcf56a265a,51442306147,Garner Health,Garner,Classic,newbusiness,US MM,Closed Lost,2026-05-01,2025-12-08,144,50000.00,50000.00,Jill Countey,Product,"[""Value/Product""]",3,2026-01-06,2025-12-09,"[""1b040efa4873a016f1e9772026af273e"",""0ce0859062bf98e2f917bdf945ce2052"",""88e5a3c9811ed02866b667cc37123a3c""]","[""Commercial"",""Value/Product"",""Timing""]",true,likely_no,"The transcript shows Garner is actively evaluating GetPort.io with clear use cases (compliance, vulnerability management, service catalog), discussing specific implementation details like scorecards and automations, and expecting a decision mid-Q1 with CTO approval and budget considerations. This points toward budget/timing constraints rather than product inadequacy.",budget/timing constraints pending CTO approval
e15cd129323ca9a52185dceb265cbcd3,36463881087,Tekion,Tekion,Classic,newbusiness,US MM,Closed Lost,2026-04-29,2025-04-29,358,200000.00,200000.00,Jill Countey,Competition;Bad timing,"[""Timing"",""Competitive""]",3,2026-03-05,2026-02-25,"[""ff569c03fe42d01ffb86212878bbbb20"",""e834f4abf0554df04257ef625795985c"",""50db0a779c487caa2f235f7d8bb729c8""]","[""Commercial"",""Competitive"",""Fit"",""Security"",""Timing"",""Value/Product""]",true,yes,"The transcript clearly shows competitive signals with Dinesh stating ""both Port and Cortex are competitive, solving 80% of IDP problems, but highlights Cortex's reporting tool, CQL, and recommendation mechanism as differentiators."" Additionally, timing signals are present with delayed demos due to ""leaders being in India for critical program kick-offs"" and the demo being rescheduled, indicating timing challenges in the decision process.",
fc7c53e2d0b044aa5f83daa56b3afb23,59728215661,Direct Supply,Direct Supply,Classic,newbusiness,US MM,Closed Lost,2026-04-29,2026-02-23,57,153000.00,153000.00,John Romano,Competition,"[""Competitive""]",3,2026-04-27,2026-04-17,"[""87a7b40e74eda83b2e45e0d1f08a3506"",""b098dea89e2ba04b75871fad6a3878cd"",""ac462ba5be238b61c6fb9eddcfc0c447""]","[""Commercial"",""Value/Product""]",false,yes,"The transcript shows active POC work, technical troubleshooting, and planning for executive presentations, but contains no signals of competitive displacement. The prospect is engaged in ""beautification week"" preparation for executive review and discussing ROI estimates, indicating they are seriously evaluating Port rather than having chosen a competitor. No mention of Backstage, Cortex, Harness, OpsLevel, or internal build preferences appears in the calls.",prefers Port over competitors based on POC progress
391d4b86ab7f9a760c67ff9775443d18,40312745306,Toast,Toast,Classic,newbusiness,US Ent,Closed Lost,2026-04-23,2025-07-16,258,100000.00,100000.00,Tali Cohen,Competition,"[""Competitive""]",2,2025-08-08,2025-07-18,"[""64a40c54845ac6f34777cd5ef28a9cd8"",""f0d65e4e3f96ecf842b6f01745a50d70""]","[""Commercial"",""Value/Product""]",false,yes,"The transcript shows Toast already uses Backstage and is interested in how Port could integrate with their existing Backstage setup, indicating they have an established competitive solution. Additionally, Toast expresses caution about automated actions and wants to ensure proper guardrails, suggesting they may prefer their current tooling approach over adopting a new platform.",
449b572253156bad0eec15e3e1c2562b,35423163680,Next,Next,Classic,newbusiness,EMEA Ent,Closed Lost,2026-04-22,2025-04-03,259,150000.00,150000.00,Benjamin Duckworth,Bad timing,"[""Timing""]",2,2025-09-10,2025-07-24,"[""5a4bd8f37984ca20e7c6e8d352f5821e"",""fe752793e353e61827542002d4c64dbb""]","[""Value/Product"",""Commercial"",""Sponsorship""]",false,likely_no,"The transcript shows active engagement with Port's solution, detailed technical discussions about integration capabilities, and forward momentum with planned follow-ups and business case exploration. Mark expressed interest in the self-service portal concept and agreed to explore implementation as part of Next's existing standardization initiative. No timing constraints, budget cycles, or deferral signals were mentioned.",active evaluation with technical fit and forward momentum
e4f0cb58453e3c997db876bcc81059bb,43507392852,JD Sports Fashion,JD Sports Fashion plc,Classic,newbusiness,EMEA Ent,Closed Lost,2026-04-22,2025-09-09,132,100000.00,100000.00,James Pritchard,Not right company/ persona,"[""Fit""]",1,2025-12-04,2025-12-04,"[""75e68ee05a57df6e1fe0ba80b24c87ea""]","[""Commercial"",""Value/Product"",""Timing""]",false,likely_no,"The transcript shows JD Sports has a legitimate technical need (accelerating composable commerce deployment across 12 markets in 6 months, optimizing CI/CD from 90-minute to single-digit deployment times) with proper stakeholders (Rajasekaran from group technology setting standards), a substantial team (80 engineers), and active engagement in scheduling follow-ups to discuss product details before involving tech leads",shifted focus from IDP to CI/CD optimization needs
433fb5c910ee838b575c9d365c625cd0,39009237903,Telstra,Telstra,Classic,newbusiness,APJ,Closed Lost,2026-04-15,2025-06-18,265,100000.00,100000.00,Scott Dunion,Bad timing,"[""Timing""]",1,2025-07-03,2025-07-03,"[""a4c0f56a7a772c8e12a0821d4ddae7d1""]","[""Commercial""]",false,unknown,"The transcript shows only positive engagement with demo content, feature discussions, and forward momentum including scheduled follow-ups in 3 weeks and potential in-person visits. No timing constraints, budget cycles, fiscal year references, or deferral signals are mentioned that would corroborate ""Bad timing"" as the loss reason.",
bf29cfe43f3e1eca24f3a06385a92c2e,58211070822,Boostlingo,Boostlingo,Classic,newbusiness,US MM,Closed Lost,2026-04-15,2026-03-20,24,24000.00,24000.00,Daniel Alper,Product;No value;Price,"[""Value/Product"",""Commercial""]",3,2026-04-08,2026-03-23,"[""243681bbbd0b794cdacd8391fa86ca51"",""c7e66afed1761de2b762de6c36b204ad"",""cf5e27cc0bbf4369f5f87f4a92401f73""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",true,likely_no,"The transcript shows Boostlingo actively engaged in technical discussions about Port's capabilities, with specific interest in AI agent orchestration and scorecard features. They're moving forward with integration setup and sprint planning, with clear next steps defined. However, the stated reason mentions ""Product;No value;Price"" but there's no evidence of capability gaps, value skepticism, or pricing concerns - instead they're discussing paid sprints and asking Ben to evaluate ""whether to buy.""","active evaluation with paid sprint, no product/value/price objections evident"
08bd8f66791fb2327d3c3ccc78de6157,49779195798,McKinsey & Company,McKinsey & Company,Classic,newbusiness,US Ent,Closed Lost,2026-04-13,2025-11-21,124,100000.00,100000.00,Travis Dadoly,Bad timing,"[""Timing""]",2,2025-12-15,2025-12-10,"[""0049c94d4668b674e0904b4277940d5c"",""a48e4a8c2a3ea255373b556225bcb170""]","[""Commercial"",""Value/Product""]",false,likely_yes,"The transcript shows a meeting being rescheduled to January due to weather conditions, and the prospect requesting to reschedule suggests timing constraints. Additionally, the use case appears to be driven by ""bottom-up pain point from specific teams, not a firm-wide executive project,"" indicating this may not be prioritized timing-wise for a broader organizational purchase.",
da35b422080973a51545532d88f64c49,53284612654,Expression,Expression,Classic,newbusiness,US MM,Closed Lost,2026-04-09,2026-01-06,79,18000.00,18000.00,Daniel Alper,Security,"[""Security""]",3,2026-03-06,2026-01-09,"[""3651c97b7eaddacfd453347ad3b43256"",""f48e19509b1bf397d4489e4f4efc5884"",""c6470c7d8e81aa8289a16af49a0b2568""]","[""Commercial"",""Value/Product"",""Security""]",true,yes,"The transcript shows clear security and compliance concerns that corroborate the stated reason. Benjamin's team is specifically ""evaluating CMMC compliance"" and needs to understand ""how much of their project surface area can utilize the tool"" and ""potential constraints."" The discussion focuses on compliance assessment and GetPort.io offers their ""GRC team to assist Expression's internal team with any compliance-related questions,"" indicating security/compliance was a central concern in the evaluation.",
dc4cff9b49dce128f0491bda8eed3640,53014767140,Bullish,Bullish,Classic,newbusiness,US MM,Closed Lost,2026-04-09,2026-01-06,88,98000.00,98000.00,EJ Rauseo,Competition,"[""Competitive""]",3,2026-04-08,2026-03-24,"[""0ebac38e9e6395ab192f8422b0943a26"",""ac6ca2592c6aadf14917f6aa4dc66125"",""98fc1eeeef01cd0003f26e05c9db06e9""]","[""Commercial"",""Competitive"",""Fit"",""Timing"",""Value/Product""]",true,yes,"The transcript clearly shows Bullish decided to stick with Backstage for at least six more months despite Port outperforming in their evaluation, which directly corroborates the ""Competition"" closed-lost reason. The summary explicitly states ""Bullish's decision to stick with Backstage for their IDP solution"" and describes Backstage as their chosen competitive alternative.",
7883fb6e01a929a514b196ecb1ef7851,41901316614,CheckPoint Software Technologies Ltd.,CheckPoint Software Technologies Ltd.,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-09,2025-08-13,224,200000.00,200000.00,Sharon Peretz,Product,"[""Value/Product""]",3,2025-10-19,2025-09-25,"[""d348af6fc419056e7a490db838be1b04"",""d9c4f2e0d171221978f4c40c444fa694"",""e39e576639a5e7f0e56ada73ba43bfbb""]","[""Commercial"",""Competitive"",""Fit"",""Security"",""Sponsorship"",""Timing"",""Value/Product""]",true,no,"Nati explicitly states he lacks dedicated human resources to lead the POC, can only commit 5-20% of his time, and emphasizes this makes ""a full POC challenging."" He also mentions that initial integrations (Jira, AWS) and basic milestones remain unfinished, indicating resource constraints rather than product capability issues.",insufficient resources for POC execution
170b262c0fa33ef11dd46508ee2e9478,50870372871,Cegid,Cegid,Classic,newbusiness,EMEA Ent,Closed Lost,2026-04-09,2025-12-02,84,150000.00,150000.00,Benjamin Duckworth,Competition;Price;Budget,"[""Competitive"",""Commercial""]",3,2026-02-18,2025-12-17,"[""32ddf8bf3553e4f0e09faf12627efedc"",""281d416ecb2b666e3b3ea1a7d6d38d51"",""70a1e1ae8845ac7e580edbc164027dd9""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",true,yes,"The transcript clearly shows Pierre confirming they are evaluating the open-source Backstage solution alongside Port, with a separate team handling Backstage and plans to ""compare notes later."" This directly corroborates the ""Competition"" component of the stated reason, as Backstage is a direct competitor to Port's IDP solution.",
2d2c83e33f4a1f9766c327bb345835f0,54970549588,Gelato,Gelato,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-09,2026-01-29,37,21000.00,21000.00,Sharon Peretz,No value,"[""Value/Product""]",3,2026-03-31,2026-03-25,"[""79a9742cfd6c6a6b8936fc450fbc9e82"",""b65cac72d28a4dda022275b419c4bb30"",""4cb40a18fd88cf633bef468eee69d461""]","[""Commercial"",""Fit"",""Security"",""Value/Product""]",true,no,"The transcript shows active engagement with Port's automation capabilities, with the customer (Gelato/Sergio) planning to implement workflows, experiment with AI features, and scheduling follow-up meetings to review progress. There are no signals indicating the customer saw no value - instead they're actively working on implementation with specific next steps and continued engagement.",customer actively implementing and experimenting with Port features
f4fb0750276cfaf7f35a141087319442,54298799666,Open Bet,Open Bet,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-08,2026-01-21,55,100000.00,100000.00,Matthew Bilsland,Bad timing,"[""Timing""]",1,2026-02-05,2026-02-05,"[""8902b67bbe463346dbc1703260f04e36""]","[""Commercial"",""Value/Product"",""Timing""]",true,likely_no,"Francis explicitly declined to set up an immediate follow-up meeting, stating he preferred to ""discuss internally first"" and didn't want to schedule anything concrete beyond a loose ""temperature check"" in a few weeks. This suggests the deal may have stalled due to lack of urgency or prioritization rather than timing constraints.",lack of urgency or internal prioritization
d090ccf02895c2a03496533d3747b922,50359153529,Q2,Q2,Classic,newbusiness,US MM,Closed Lost,2026-04-07,2025-11-25,119,200000.00,200000.00,Jill Countey,Price,"[""Commercial""]",3,2026-03-31,2026-03-26,"[""42cac2b712abfcf7d9f71843b83b982b"",""dec7dbca0bab9a952644db86f8fe7791"",""1094dabd201ac77dffa92d14961648d9""]","[""Commercial"",""Value/Product""]",true,likely_no,"Ranjit expressed concerns about the per-user license cost and will need to discuss the pricing model with his internal cloud team before providing feedback. However, the transcript shows active engagement in business case development, customer story discussions, and planning for POC timelines, suggesting price may not be the primary blocker but rather part of ongoing evaluation.",pricing concerns but active evaluation continuing
9b5635af9652c0e1e2e1b10b4fe0a421,40327964499,Wiley,Wiley,Classic,newbusiness,US Ent,Closed Lost,2026-04-07,2025-07-16,260,300000.00,300000.00,Tom Skarzynski,Competition,"[""Competitive""]",3,2026-01-12,2025-11-03,"[""a00d3b9d40bbeb874a69d971e9324dbc"",""311b64cb724c0e1dc4516d8e88a2c5e7"",""db014c6fd42d5cc81025984e88a22f31""]","[""Commercial"",""Value/Product""]",false,yes,"The transcript shows Wiley actively evaluating Port's engineering intelligence capabilities and planning demos for their SVP Kristen who has decision-making authority, with discussions about pricing, onboarding, and integration with existing tools, indicating they are comparing Port against other solutions in their evaluation process.",
d70063556dd934706506514b48685c81,43491028328,Zalando,Zalando,Classic,newbusiness,EMEA Ent,Closed Lost,2026-04-02,2025-09-09,58,250000.00,250000.00,Benjamin Duckworth,No value,"[""Value/Product""]",3,2026-02-03,2025-09-17,"[""0ad4586323ad55f1ee2f8de21bb8c37a"",""59be84e49c298aa20e80c8a7ed97a665"",""7c987d5f3b2fca51dda5950557a3d1d5""]","[""Commercial"",""Value/Product"",""Security""]",true,likely_no,"The transcript shows Zalando actively evaluating Port as a potential solution to replace their current Backstage-based portal ""Sunrise"" due to challenges with ""feature velocity, pace of innovation, and the cost/scaling implications."" Johannes is conducting internal evaluation with next steps scheduled, and Zalando is explicitly at a ""build vs. buy"" inflection point considering shifting from their build culture due to resource constraints. This suggests competitive/timing considerations rather than a fundamental lack of value in Port's offering.",competitive - evaluating build vs buy decision with existing Backstage solution
b309061d4c1814e9966bc0072bbf3860,56706533227,Genius Sports,Genius Sports,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-01,2026-02-20,35,150000.00,150000.00,Matthew Bilsland,Early stage,"[""Timing""]",1,2026-02-24,2026-02-24,"[""c0465d8c68ea582b63f230c46fc729bd""]","[""Commercial"",""Value/Product""]",false,yes,"The transcript shows clear signals of an early-stage buyer: Genius Sports is still in discovery mode with no executive sponsor identified (only technical team members present), they're requesting a proof of value to assess the solution, and they acknowledge potential ""migration fatigue"" concerns that need to be worked through. The decision timeline of ""one to two months"" and need to define specific use cases indicates they're still in the evaluation and scoping phase rather than ready to purchase.",
9932a6d645ae4b1d7aa0099cb19ba8ac,52248171013,FIS,FIS,Classic,newbusiness,US Ent,Closed Lost,2026-03-27,2025-12-19,80,500000.00,500000.00,Travis Dadoly,Competition,"[""Competitive""]",3,2026-03-09,2026-02-11,"[""768b47e1435eadbd2d84fa468e3e5afa"",""71df871e1f84898880c48798a1f955c8"",""a4b63e5f5b311d5ee3a9f7626cdee089""]","[""Commercial"",""Competitive"",""Fit"",""Timing"",""Value/Product""]",true,no,"The transcript reveals that FIS has significant internal challenges including lack of clear leadership direction, vague project goals described as ""save the world"" with no clear asks, and confusion about project strategy and urgency. Scott specifically notes there's no clear business objectives and questions whether this remains a high priority, while Travis expresses his team's confusion about the project's direction. This points to organizational readiness issues rather than competitive displacement.",early stage - no clear leadership direction or business objectives
7c20d53343cd58522270255b94a1a539,36599500355,Meijer,Meijer,Classic,newbusiness,US Ent,Closed Lost,2026-03-26,2025-05-01,309,150000.00,150000.00,Tali Cohen,Early stage,"[""Timing""]",3,2025-07-23,2025-07-14,"[""328265d1da798eccc49741e32ef2973a"",""9f34816c553c8b63b3ce51342e22bc7b"",""815a72a7998fec8c71e5f117e7b333ca""]","[""Commercial"",""Value/Product""]",false,likely_no,"The transcript shows Meijer is actively developing a lean business case for FY2026 budget evaluation, with Joseph planning to present to his manager and director, indicating they have moved beyond early-stage readiness into formal budget planning and executive engagement processes.",timing/budget cycle
b84d646e855bceb9312c5411fbd1a1af,56200270644,Principal Financial - New Deal,Principal Financial,Classic,newbusiness,US Ent,Closed Lost,2026-03-25,2026-02-13,23,100000.00,100000.00,Tom Skarzynski,Early stage,"[""Timing""]",2,2026-03-12,2026-02-18,"[""755a61e6975038c763efd6c1ae7c00fd"",""0f67589eed36c00dae073e5e3ae1297e""]","[""Commercial"",""Competitive"",""Fit"",""Value/Product""]",false,no,"Principal Financial is already using Backstage as their IDP and has ""well-adopted"" it, with Connor specifically discussing concerns about ""time and money spent"" on Backstage and the duration to ship new features. The conversation centers on Port potentially replacing or extending their existing Backstage implementation, indicating this is a competitive loss to their current Backstage solution rather than an early-stage prospect.",prefers existing Backstage build
05e0215a102d2d215e00f2d017d612b9,36616837457,Amway Corp,Amway Corp,Classic,newbusiness,APJ,Closed Lost,2026-03-24,2025-05-02,316,155000.00,155000.00,Scott Dunion,Bad timing,"[""Timing""]",1,2025-06-06,2025-06-06,"[""e3f90d0fff9ebb4794e7807b6bba601d""]","[""Commercial"",""Security"",""Value/Product""]",false,likely_yes,"The transcript shows Sai's organization is ""currently in the process of obtaining approvals"" and that ""legal/pricing discussions will be handled by their vendor team,"" indicating they are working through internal approval processes rather than being ready to move forward immediately. However, there are also positive engagement signals like POV planning and next steps being scheduled.",
7e3b5781d7b5b49ee040b6df2f070af7,51441389068,Texas A&M University,Texas A&M University,Classic,newbusiness,US Ent,Closed Lost,2026-03-18,2025-12-09,93,75000.00,75000.00,Travis Dadoly,Budget,"[""Commercial""]",2,2026-01-06,2025-12-11,"[""0d249e77f054dea60c9d6efeae861e2f"",""3ab260a400720f0b6cbda072284fe503""]","[""Commercial"",""Competitive"",""Fit"",""Security"",""Sponsorship"",""Timing"",""Value/Product""]",true,yes,"The transcript clearly shows budget constraints with Joseph stating ""Full budget approval for the new solution will be available in September"" and Travis ""acknowledging the university's budget constraints and offering flexibility."" The March evaluation timeline with budget approval not until September indicates a timing/budget constraint that corroborates the stated budget reason.",
1b196203902541cf3e241d4c94e26da3,56443887264,L'Oreal,L'Oreal,Classic,newbusiness,EMEA Ent,Closed Lost,2026-03-17,2026-02-16,26,150000.00,150000.00,Benjamin Duckworth,Product;No value,"[""Value/Product""]",1,2026-02-19,2026-02-19,"[""90ab390182d2560ab150b35f4972ee33""]","[""Commercial"",""Sponsorship"",""Value/Product""]",true,likely_no,"The transcript shows L'Oreal has existing budget and sponsorship for a developer portal initiative, with Amine's primary objective being to ""assess whether a packaged solution like Port.io is more beneficial than building a custom in-house solution."" This indicates a build-vs-buy evaluation rather than a product value issue, and L'Oreal expressed interest in deeper exploration with follow-up sessions planned.",build vs buy evaluation
0eed58face0c5bbdb0d65b690618afc6,36541194869,CMC Markets,CMC Markets,Classic,newbusiness,EMEA MM,Closed Lost,2026-03-11,2025-04-30,280,72000.00,72000.00,Matthew Bilsland,Bad timing,"[""Timing""]",3,2026-01-19,2025-07-01,"[""f4fde1505d2bebc69b0a785ffe563f5b"",""19f4bcf8fc6181547905fbd2f972be96"",""4f850eba892948e675621f3997d67fcb""]","[""Commercial""]",false,likely_yes,"The transcript shows CMC Markets explicitly stating they are ""not ready to move forward with a Proof of Concept (POC) due to current priorities and workload"" and that ""a developer portal is not a high priority *yet* because they currently have only one squad."" They agreed to ""revisit the discussion when CMC Markets scales further"" in the coming months, indicating a clear timing/readiness issue.",
f5900dbd820b7d6cef4845b1840c0cba,36479034477,The Hong Kong Jockey Club,hkjc.org.hk,Classic,newbusiness,APJ,Closed Lost,2026-03-10,2025-04-29,254,125000.00,125000.00,Scott Dunion,Bad timing,"[""Timing""]",1,2025-05-14,2025-05-14,"[""681269e0be2561d224a9cf681bb0bd4a""]","[""Commercial"",""Security"",""Value/Product""]",false,likely_no,"The transcript shows active engagement with scheduled next steps including demos, debrief calls, and deeper dive discussions to explore specific use cases and proof-of-concept work, with no mention of timing constraints, budget cycles, or deferral to future periods that would support a ""bad timing"" reason.",high engagement with no timing constraints mentioned
