SK_DEAL,DEAL_CRM_ID,DEAL_NAME,COMPANY_NAME,PIPELINE,DEAL_TYPE,DEAL_TEAM_NAME,DEAL_STAGE,DEAL_CLOSED_DATE,DEAL_CREATED_DATE,SALES_CYCLE_DAYS,DEAL_TOTAL_ARR,DEAL_NET_NEW_ARR,SALES_OWNER,CLOSED_LOST_REASON,HS_LOST_CATEGORIES,CALLS_ANALYZED,LATEST_CALL_DATE,EARLIEST_ANALYZED_CALL_DATE,ANALYZED_SK_CONVERSATIONS,GONG_LOST_CATEGORY,CATEGORY_MATCH,AI_REASON_SUPPORTED,AI_REASON_EXPLANATION
b06a0327b748535e7abf067e238b6d66,34255186487,Citigroup Inc,Citi,Classic,newbusiness,US Ent,Closed Lost,2026-06-04,2025-03-05,454,150000.00,150000.00,Evan Smith,Unable to connect,"[""No Engagement""]",2,2025-04-24,2025-03-07,"[""76a1447fd25c564268a52fca920609ea"",""db9bb0fea9a49727630fb5a55b681d61""]","[""Commercial"",""Value/Product"",""Timing""]",false,no,"The transcript shows that Citigroup was actively engaged in discussions about GetPort.io's developer portal solution, with detailed conversations about their regulatory environment, current AI focus, and potential future opportunities. They agreed to stay in touch and reconnect when timing is appropriate, which contradicts the stated reason of being ""unable to connect."""
74539e4ef8697a0053b3ede96cae5ada,56697417911,OutSystems,OutSystems,Classic,newbusiness,EMEA MM,Closed Lost,2026-06-04,2026-02-20,69,150000.00,150000.00,Sharon Peretz,Competition,"[""Competitive""]",3,2026-05-05,2026-04-10,"[""e797aa14d3f09cc344bb555bc6e0211b"",""2d3831596ad300c5ecd5dc9c191c9f0e"",""d7e7e2ded157ef7eef36109a1e9c26bd""]","[""Commercial"",""Value/Product"",""Timing""]",false,no,"The transcript clearly shows OutSystems chose to build an in-house solution rather than losing to a competitor - there's an ""AI Shift & Build vs. Buy"" evaluation where OutSystems received a ""top-down mandate from the CEO"" to prioritize building over buying, and they have an architect spending time ""building a basic context lake"" as an alternative to GetPort.io's solution. This indicates a build vs. buy decision rather than losing to a competing vendor."
30836bed9f5e6b53c493a5539a77a3fc,57019218691,Capital One,Capital One,Classic,newbusiness,US Ent,Closed Lost,2026-06-03,2026-02-25,93,200000.00,200000.00,Tali Cohen,Unable to connect,"[""No Engagement""]",1,2026-04-01,2026-04-01,"[""65841eaf3ab197490ddc329ee44be4c5""]","[""Commercial"",""Value/Product"",""Security""]",false,no,"The transcript shows an active, engaged sales conversation with Capital One where Sunil is asking detailed questions about Port's capabilities, the teams are planning multiple follow-up sessions, and there are concrete next steps including potential on-site workshops in Austin. This contradicts the stated reason of ""Unable to connect"" as there was clearly successful connection and ongoing engagement."
d6b56f5ef6dde240605198eaa41796b8,31753645885,First Citizens Bank,First Citizens Bank,Classic,newbusiness,US Ent,Closed Lost,2026-06-02,2025-01-09,498,200000.00,200000.00,Jeff Graham,no_show,"[""No Engagement""]",1,2025-01-21,2025-01-21,"[""9f4b3116f4e5d4ec22380a8b2cfba543""]","[""Commercial"",""Value/Product"",""Security""]",false,unknown,"The transcript summary describes a productive sales conversation where technical capabilities, pricing, implementation timeline, and support were discussed. The prospect (Amaravathi from First Citizens Bank) requested a follow-up call and committed to evaluate demos and get feedback from their architecture group. There is no mention of anyone failing to attend scheduled meetings or calls, which would be necessary to support the ""no_show"" loss reason."
d62c7297b80219767835c96c01f5417e,32466891952,SEB Group,SEB,Classic,newbusiness,EMEA Ent,Closed Lost,2026-06-02,2024-12-16,488,500000.00,500000.00,Benjamin Duckworth,Competition;Unable to connect,"[""No Engagement"",""Competitive""]",3,2025-12-17,2025-12-10,"[""acb7db08d981aefc119ace3bc1752df2"",""8d161c04e3c8aae13595823d5bba279a"",""6734862905acf80ac517370f748f5207""]","[""Competitive"",""Timing"",""Value/Product""]",true,no,"The transcript clearly shows SEB was actively engaged in a technical POC evaluation with detailed discussions about integration challenges, feature requests, and future implementation plans. There is no evidence of being ""unable to connect"" - multiple stakeholders from SEB participated in calls and provided extensive technical feedback. While competitors like Backstage and Harness are mentioned, there's no indication that SEB chose a competitor over Port, contradicting the stated ""Competition"" reason."
0f4d81ff1f2962389eab74b7acb9efbc,39040347557,Pismo/Visa,Pismo,Classic,newbusiness,US Ent,Closed Lost,2026-05-29,2025-06-19,337,100000.00,100000.00,Jeff Graham,no_show;Competition,"[""No Engagement"",""Competitive""]",3,2025-07-23,2025-07-08,"[""88f916ba110d6d9328558256f2e0c186"",""a8e665a8030b9a1857c4940b99ea3a2b"",""1312a91bcefadc5f42acd5e6023f3fa6""]","[""Commercial"",""Value/Product""]",false,no,"The transcript shows active engagement from Pismo with discussions about POCs, follow-up meetings, and connecting with existing customers, which contradicts both the ""no_show"" and ""competition"" reasons stated in HubSpot. The calls demonstrate ongoing interest and next steps rather than no-shows or competitive losses."
3297491ac6c758936e16c6d5418bc076,58135851009,Questrade,Questrade Financial Group,Classic,newbusiness,US MM,Closed Lost,2026-05-28,2026-03-18,65,100000.00,100000.00,Jill Countey,Unable to connect,"[""No Engagement""]",1,2026-03-24,2026-03-24,"[""f4dfa777136496b1db28f7172754168e""]","[""Commercial"",""Value/Product"",""Sponsorship""]",false,no,"The transcript shows active engagement between GetPort.io and Questrade, with Anderson expressing clear interest in a full demo, coordinating follow-up meetings, and exchanging NDAs for detailed discussions. The calls resulted in concrete next steps and scheduling commitments, directly contradicting the stated reason of ""Unable to connect."""
b7d449832f03ac7d97953239d64be81d,54394287468,Appcharge,Appcharge,Classic,newbusiness,EMEA MM,Closed Lost,2026-05-28,2026-01-23,91,24000.00,24000.00,Sharon Peretz,Unable to connect,"[""No Engagement""]",3,2026-02-26,2026-02-05,"[""580f4ea939ca23c40baaa9cb4e9eeda9"",""c22db939cbbdc2ef49242e09724196e4"",""a900a8b1f974e9a11bc54ecba458a7fe""]","[""Commercial"",""Value/Product""]",false,unknown,"The transcript summaries show active engagement between GetPort.io and Appcharge, with discussions about POCs, pricing, follow-up sessions, and product feedback, but do not reveal any indication that the deal was lost or why it might have been lost."
a67ff6472433d59b1aab0d210f6bdbb6,59273867795,PSL Group,PSL Group,Classic,newbusiness,US MM,Closed Lost,2026-05-28,2026-04-17,39,50000.00,50000.00,Jill Countey,no_show,"[""No Engagement""]",1,2026-04-17,2026-04-17,"[""5e39efb678e1028d0a6bfa6ef68382f1""]","[""Commercial"",""Security"",""Value/Product"",""Timing""]",false,unknown,"The transcript summary describes an active sales conversation where PSL Group is evaluating GetPort.io's platform, discussing technical requirements, pricing, and next steps including follow-up sessions. There is no indication that anyone failed to show up for scheduled calls, and the detailed technical discussion suggests all parties were present and engaged."
27041ebd3efc5eda6a48c35247f64843,31963869097,Trane Technologies,Trane,Classic,newbusiness,US Ent,Closed Lost,2026-05-26,2025-01-13,488,240000.00,240000.00,Jeff Graham,Bad timing,"[""Timing""]",2,2025-04-11,2025-01-23,"[""9e7b3d267fdac31e891ee898b7d9714a"",""011f766c3f1c2045e1b6281ecbcbbcc4""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",true,unknown,"The transcript summaries focus on detailed discussions about GetPort.io's platform capabilities, customer success framework, and technical implementation plans, but do not reveal any information about why the deal was ultimately lost or mention timing-related concerns that would support the stated ""bad timing"" reason."
34ce9b279d2304e285eb7f2209bb08c7,54314206131,GoFundMe,GoFundMe,Classic,newbusiness,US MM,Closed Lost,2026-05-19,2026-01-21,117,200000.00,200000.00,John Romano,Competition,"[""Competitive""]",3,2026-05-15,2026-04-30,"[""47ac55396caa74d552c807d0a20a4ad9"",""f58c7f7ff8f7875a2d0fc77688f4c6e4"",""6b8e7e9cd6df820c7b66a76ce7b1168c""]","[""Commercial"",""Competitive"",""Fit"",""Timing"",""Value/Product""]",true,yes,"The transcript clearly states that ""GoFundMe decided to go with a different, more opinionated solution, likely Cortex, over Port"" and explains that the decision was driven by preferring the competitor's more opinionated approach and better out-of-the-box experience. This directly supports the stated HubSpot reason of ""Competition"" as the deal was lost to a competing solution (Cortex)."
59f7efc980b9937c2d4c28261f71e4c9,58158685341,Alteryx Inc,Alteryx Inc,Classic,newbusiness,US MM,Closed Lost,2026-05-18,2026-03-18,54,200000.00,200000.00,Jill Countey,Product;Price,"[""Value/Product"",""Commercial""]",3,2026-05-05,2026-04-20,"[""b711c2793206feaffe83fe7a42f04c8e"",""ae26477715d84d9a521b09623bff9cf2"",""6bd09274b3dbc8236eb375238087931b""]","[""Commercial"",""Fit"",""Value/Product"",""Timing""]",true,no,"The transcript clearly shows the deal was lost due to budget constraints and product fit issues, not the stated reasons of ""Product;Price"" in general terms. Sara specifically states the $244K discounted offer is ""still not close enough to their internal build range of $200-250K to be pitchable"" and that Alteryx wants only the agentic orchestrator components, not the full IDP platform that Port sells as an integrated product."
d4978a3ec67e415f6a4f76cece737850,43191622228,MGM Resorts International,MGM Resorts,Classic,newbusiness,US Ent,Closed Lost,2026-05-14,2025-08-31,254,140000.00,140000.00,Rick Walker,Product;Competition,"[""Value/Product"",""Competitive""]",3,2026-05-13,2026-01-07,"[""d90032822b38d98596bef746752dfc51"",""ac4b7715e60b8ce919016199a1f8128f"",""6b42b5e1f9df49afb2abddbffe59461c""]","[""Commercial"",""Competitive"",""Fit"",""Sponsorship"",""Value/Product""]",true,no,"The transcript clearly shows MGM switched from Port to Backstage due to ""significant difficulties with Port's catalog import process"" and Port ""not being a turnkey solution,"" not because of competition. MGM built their own Backstage solution using AI development, indicating the loss was due to product limitations rather than losing to a competitor."
9790d934df4efc03bae3b69d0e2447ec,57576687105,Hubtel Limited,Hubtel,Classic,newbusiness,EMEA MM,Closed Lost,2026-05-12,2026-03-05,64,100000.00,100000.00,Matthew Bilsland,Product,"[""Value/Product""]",2,2026-03-10,2026-03-09,"[""5ef10601f41bce97b86c1ca870cec152"",""bf2a610c9b61389876adba09d341de73""]","[""Commercial"",""Value/Product""]",true,unknown,"The transcript does not reveal any loss reason at all. The calls show active engagement between GetPort.io and Hubtel, with discussions about pricing strategies, product demonstrations, and scheduling follow-up sessions for deep dive demos, indicating an ongoing sales process rather than a closed-lost deal."
83533fe792b2bd048689c1d91e01135c,50459969374,ADEO,ADEO,Classic,newbusiness,EMEA Ent,Closed Lost,2026-05-12,2025-11-26,144,100000.00,100000.00,James Pritchard,Early stage,"[""Timing""]",2,2025-12-09,2025-11-28,"[""d3f2080f78b75bd5f72d0d973538284f"",""51dbf05fca80e9de267a38bb5ed4809a""]","[""Commercial"",""Value/Product""]",false,unknown,"The transcript summaries show active discussions about GetPort.io's solutions for ADEO's developer experience challenges, with follow-up meetings planned and specific action items assigned. There is no indication in the transcripts that the deal was lost or any explanation of why it might have been closed-lost."
7a61f6e7bb0b240ee56f3544903d02be,58369081867,Confluent IO,Confluent IO,Classic,newbusiness,US MM,Closed Lost,2026-05-11,2026-03-26,43,200000.00,200000.00,Jill Countey,Bad timing,"[""Timing""]",2,2026-04-02,2026-03-30,"[""a5c37f1baa042850febb9d3d046226d2"",""a26bec40f5c8e4574206a9220edbb7db""]","[""Commercial"",""Fit"",""Value/Product""]",false,unknown,"The transcript summaries discuss ongoing evaluation meetings where Confluent expressed interest in GetPort.io's solution and scheduled follow-up meetings, but do not reveal any information about why the deal was ultimately lost or mention timing issues that would support the ""bad timing"" reason."
a1d75b09ae36aed95f027cd02aa0b997,54248329583,1Password,AgileBits Inc.,Classic,newbusiness,US MM,Closed Lost,2026-05-07,2026-01-21,106,100000.00,100000.00,Daniel Alper,Unable to connect;Bad timing,"[""No Engagement"",""Timing""]",3,2026-04-21,2026-03-20,"[""70c9aa7b5fa6821ef33118b289643e03"",""f639e3a15725c1571536bd09275a4384"",""75b73a5eebd301ce2883045a5bef3b91""]","[""Commercial"",""Security"",""Value/Product""]",false,unknown,"The transcript summaries discuss technical alignment, product positioning, and next steps for a proof of concept, but do not reveal any actual loss reason or explain why the deal was ultimately closed-lost. The conversations appear constructive with both parties expressing interest in moving forward."
5040034fc2c551599f2f13d102557694,53283305220,Cresta,Cresta,Classic,newbusiness,US MM,Closed Lost,2026-05-07,2026-01-06,39,72000.00,72000.00,EJ Rauseo,No value,"[""Value/Product""]",3,2026-04-08,2026-01-08,"[""2e4b5ebb93e85c83904fb04a29305b46"",""4c0f2afcf5690ea5974bd839c053200b"",""53e68239dc390d24dddc46aa0d6b7c89""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",true,no,"The transcript clearly contradicts the stated ""No value"" reason. Florin explicitly states that ""value perception is as important as budget"" and his concerns center on pricing ($40/seat being too high) and ROI calculation difficulties, not a lack of value. The discussions show active engagement about POC planning, technical requirements, and vendor processes, indicating perceived value but price/ROI concerns."
524c2aff12346815b0557de42f667508,59638544392,ATOS - Greenfield IDP (New Business),Atos Syntel Inc.,Classic,newbusiness,EMEA Ent,Closed Lost,2026-05-06,2026-04-24,6,0.00,0.00,John Barnes,Competition,"[""Competitive""]",1,2026-04-29,2026-04-29,"[""b593fe7250fb803ab3be99b32c3461ae""]","[""Commercial"",""Value/Product"",""Timing""]",false,unknown,"The transcript summary discusses Atos Syntel's evaluation of GetPort.io as a potential solution and mentions they are weighing it against alternatives like open-source Backstage, but it does not reveal the final decision outcome or explain why the deal was ultimately lost."
c6f2cd8c06760528c522d987e3d06de0,54218149647,Nordea - ICBT AEP - New Business,Nordea,Classic,newbusiness,EMEA Ent,Closed Lost,2026-05-06,2026-01-21,89,0.00,0.00,John Barnes,Unable to connect,"[""No Engagement""]",1,2026-02-06,2026-02-06,"[""180298f2408834cad6c5457231f4baad""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",false,unknown,"The transcript shows a productive sales conversation where the prospect (Ali) expressed interest in Port.io's capabilities, identified key decision-makers, and committed to next steps including connecting with Kenny and coordinating follow-up meetings. There is no indication in the transcript of any inability to connect or communication issues that would support the stated HubSpot loss reason."
d352995b673604449f46b4bcf56a265a,51442306147,Garner Health,Garner,Classic,newbusiness,US MM,Closed Lost,2026-05-01,2025-12-08,144,50000.00,50000.00,Jill Countey,Product,"[""Value/Product""]",3,2026-01-06,2025-12-09,"[""1b040efa4873a016f1e9772026af273e"",""0ce0859062bf98e2f917bdf945ce2052"",""88e5a3c9811ed02866b667cc37123a3c""]","[""Commercial"",""Value/Product"",""Timing""]",true,no,"The transcript clearly shows Garner is interested in GetPort.io's IDP solution and is actively evaluating it, with the second call indicating they are comparing GetPort.io against other solutions with a decision expected mid-Q1. The loss reason appears to be timing-related (lack of current readiness due to infrastructure priorities) rather than product-related, as Garner explicitly expressed interest in the product and its capabilities."
fc7c53e2d0b044aa5f83daa56b3afb23,59728215661,Direct Supply,Direct Supply,Classic,newbusiness,US MM,Closed Lost,2026-04-29,2026-02-23,57,153000.00,153000.00,John Romano,Competition,"[""Competitive""]",3,2026-04-27,2026-04-17,"[""87a7b40e74eda83b2e45e0d1f08a3506"",""b098dea89e2ba04b75871fad6a3878cd"",""ac462ba5be238b61c6fb9eddcfc0c447""]","[""Commercial"",""Value/Product""]",false,unknown,"The transcript summaries focus on technical implementation details, POC progress, and next steps for executive presentations, but do not reveal any specific reason why the deal was ultimately lost. While there are technical challenges discussed (like .NET ingestion issues), these appear to be actively being resolved rather than cited as deal-breaking problems, and no mention of competitive alternatives or comparison with other vendors is present in the provided text."
e15cd129323ca9a52185dceb265cbcd3,36463881087,Tekion,Tekion,Classic,newbusiness,US MM,Closed Lost,2026-04-29,2025-04-29,358,200000.00,200000.00,Jill Countey,Competition;Bad timing,"[""Timing"",""Competitive""]",3,2026-03-05,2026-02-25,"[""ff569c03fe42d01ffb86212878bbbb20"",""e834f4abf0554df04257ef625795985c"",""50db0a779c487caa2f235f7d8bb729c8""]","[""Competitive"",""Commercial"",""Value/Product"",""Security""]",true,no,"The transcript shows an active competitive evaluation between Port and Cortex where Dinesh states ""both Port and Cortex are competitive, solving 80% of IDP problems"" and mentions ongoing demos and follow-up meetings, indicating the deal is still in progress rather than lost. There is no evidence of bad timing mentioned, and the competitive situation appears to be driving continued engagement rather than deal closure."
0f77d42caec7f910a6fb361d3f6170a3,29042699862,Koch Industries,Koch & Koch,Classic,newbusiness,US Ent,Closed Lost,2026-04-23,2024-11-13,519,150000.00,150000.00,Rick Walker,Unable to connect,"[""No Engagement""]",1,2024-11-20,2024-11-20,"[""cc66f576570496f43b8da54cf5e20c28""]","[""Commercial"",""Security"",""Value/Product""]",false,unknown,"The transcript summaries describe detailed product discussions, pricing information, proof of value engagements, and follow-up actions, but do not reveal any reason why the deal was ultimately lost. There is no mention of connection issues or inability to reach the prospect that would support the stated ""Unable to connect"" reason."
391d4b86ab7f9a760c67ff9775443d18,40312745306,Toast,Toast,Classic,newbusiness,US Ent,Closed Lost,2026-04-23,2025-07-16,258,100000.00,100000.00,Tali Cohen,Competition,"[""Competitive""]",2,2025-08-08,2025-07-18,"[""64a40c54845ac6f34777cd5ef28a9cd8"",""f0d65e4e3f96ecf842b6f01745a50d70""]","[""Commercial"",""Value/Product""]",false,unknown,"The transcript summaries describe ongoing discussions between GetPort.io and Toast about AI-powered productivity platforms, with Toast expressing interest in the capabilities and scheduling follow-up meetings for potential pilots. However, the summaries do not reveal any loss reason or indication that the deal was actually lost, making it impossible to verify the stated ""Competition"" reason."
98129fb296862c449bdcd2d892674b10,52002398106,Miro,miro,Classic,newbusiness,US MM,Closed Lost,2026-04-22,2025-12-17,71,200000.00,200000.00,EJ Rauseo,Unable to connect,"[""No Engagement""]",3,2026-02-13,2026-02-04,"[""4f7c12400370c7a444d535fe01352123"",""e7720c33baddee45468a8f0608465309"",""a34f4d5e2495fbd3e0fa9babe156f0bf""]","[""Commercial"",""Value/Product""]",false,no,"The transcript shows active engagement between GetPort.io and Miro teams with detailed technical discussions, follow-up commitments including sandbox access, and a planned March 4th meeting. This contradicts the stated reason of ""Unable to connect"" as the parties were clearly connecting and collaborating on multiple calls with concrete next steps planned."
be242ef4cf01aa481736313064f09778,57938986788,Audacy,Audacy,Classic,newbusiness,US MM,Closed Lost,2026-04-22,2026-03-12,36,24000.00,24000.00,Daniel Alper,Price;Partnership;Not right company/ persona;Other,"[""Fit"",""Commercial""]",3,2026-04-10,2026-04-06,"[""8bfc81ec94f8ccf57bddca35e3e08b13"",""878a9b9b53e0cafe515c31f0dc92521c"",""0211c796478f258622c9781488e4f218""]","[""Commercial"",""Value/Product"",""Timing""]",true,no,"The transcript shows the deal was lost due to budget/investment misalignment, not the stated reasons of ""Price;Partnership;Not right company/persona;Other"". Specifically, Jorge needed a low-cost POV while Daniel required a minimum 100-license investment for full support, leading both parties to ""agree to part ways for now"" due to this ""investment misalignment for a supported POC."""
449b572253156bad0eec15e3e1c2562b,35423163680,Next,Next,Classic,newbusiness,EMEA Ent,Closed Lost,2026-04-22,2025-04-03,259,150000.00,150000.00,Benjamin Duckworth,Bad timing,"[""Timing""]",2,2025-09-10,2025-07-24,"[""5a4bd8f37984ca20e7c6e8d352f5821e"",""fe752793e353e61827542002d4c64dbb""]","[""Value/Product"",""Commercial"",""Fit""]",false,unknown,"The transcript summaries focus on product capabilities, technical discussions, and follow-up actions, but do not reveal any specific reason why the deal was ultimately lost. While the conversations appear productive with interest expressed and next steps planned, there is no mention of timing issues or any other loss reason."
e4f0cb58453e3c997db876bcc81059bb,43507392852,JD Sports Fashion,JD Sports Fashion plc,Classic,newbusiness,EMEA Ent,Closed Lost,2026-04-22,2025-09-09,132,100000.00,100000.00,James Pritchard,Not right company/ persona,"[""Fit""]",1,2025-12-04,2025-12-04,"[""75e68ee05a57df6e1fe0ba80b24c87ea""]","[""Commercial"",""Timing"",""Value/Product""]",false,no,"The transcript shows JD Sports (represented by Rajasekaran) as an engaged prospect with urgent business needs that align well with GetPort.io's solutions - they need to accelerate composable commerce implementation and optimize CI/CD processes, and meetings are being scheduled to discuss product details and involve tech leads. This indicates active interest and fit rather than ""not right company/persona."""
42fded5da0528a027f7cab06bdaa1dae,48476663868,Regal Entertainment Group,Regal Entertainment Group,Classic,newbusiness,US Ent,Closed Lost,2026-04-17,2025-11-06,134,70000.00,70000.00,Tali Cohen,Unable to connect,"[""No Engagement""]",3,2026-01-14,2025-12-18,"[""8154f29e8e57dd747c90d8ba4e5071b3"",""473f93ffd274607c4ee010af58b2dbe8"",""223f5b9e167ae708c076034b43550e1c""]","[""Commercial"",""Value/Product""]",false,no,"The transcript clearly contradicts the stated reason. Rather than being ""unable to connect,"" the calls show extensive engagement with Mariusz from Regal Entertainment Group across multiple detailed meetings where they discussed Port's value proposition, explored use cases, scheduled follow-ups, and were actively working toward a pilot program with next steps including completing an NDA and involving additional team members."
bf29cfe43f3e1eca24f3a06385a92c2e,58211070822,Boostlingo,Boostlingo,Classic,newbusiness,US MM,Closed Lost,2026-04-15,2026-03-20,24,24000.00,24000.00,Daniel Alper,Product;No value;Price,"[""Value/Product"",""Commercial""]",3,2026-04-08,2026-03-23,"[""243681bbbd0b794cdacd8391fa86ca51"",""c7e66afed1761de2b762de6c36b204ad"",""cf5e27cc0bbf4369f5f87f4a92401f73""]","[""Commercial"",""Value/Product"",""Security""]",true,unknown,"The transcript summaries discuss ongoing evaluation conversations between GetPort.io and Boostlingo, including technical demonstrations, integration discussions, and next steps for a potential sprint, but do not reveal any actual loss reason or indication that the deal was definitively lost."
433fb5c910ee838b575c9d365c625cd0,39009237903,Telstra,Telstra,Classic,newbusiness,APJ,Closed Lost,2026-04-15,2025-06-18,265,100000.00,100000.00,Scott Dunion,Bad timing,"[""Timing""]",1,2025-07-03,2025-07-03,"[""a4c0f56a7a772c8e12a0821d4ddae7d1""]","[""Commercial""]",false,unknown,"The transcript shows an active, engaged sales process with the prospect agreeing to continue discussions, scheduling follow-up meetings in 3 weeks, setting up collaboration channels, and planning potential in-person visits. There is no indication in the transcript of why this deal was ultimately lost or any mention of timing issues."
da4a6235e8c9a8f7593b624f9daa0662,54605040704,Vhi Healthcare,Vhi Healthcare,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-14,2026-01-26,61,50000.00,50000.00,Matthew Bilsland,no_show,"[""No Engagement""]",1,2026-02-05,2026-02-05,"[""3ba039bfc4698f46da0746fbea12ec6c""]","[""Commercial"",""Value/Product""]",false,no,"The transcript shows an active sales conversation where GetPort.io demonstrated their platform to Vhi Healthcare, with concrete next steps including follow-up meetings and additional information sharing. There is no indication of a no-show situation - instead, the calls clearly took place with multiple participants engaged in detailed technical discussions and planning future meetings."
08bd8f66791fb2327d3c3ccc78de6157,49779195798,McKinsey & Company,McKinsey & Company,Classic,newbusiness,US Ent,Closed Lost,2026-04-13,2025-11-21,124,100000.00,100000.00,Travis Dadoly,Bad timing,"[""Timing""]",2,2025-12-15,2025-12-10,"[""0049c94d4668b674e0904b4277940d5c"",""a48e4a8c2a3ea255373b556225bcb170""]","[""Commercial"",""Value/Product""]",false,unknown,"The transcript summaries show meeting rescheduling and detailed technical discussions about McKinsey's potential use of Port.io, but do not reveal any loss reason or indication that the deal was actually lost. The conversations appear to be progressing with scheduled demos and NDA processes, with no mention of timing issues or deal closure."
7883fb6e01a929a514b196ecb1ef7851,41901316614,CheckPoint Software Technologies Ltd.,CheckPoint Software Technologies Ltd.,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-09,2025-08-13,224,200000.00,200000.00,Sharon Peretz,Product,"[""Value/Product""]",3,2025-10-19,2025-09-25,"[""d348af6fc419056e7a490db838be1b04"",""d9c4f2e0d171221978f4c40c444fa694"",""e39e576639a5e7f0e56ada73ba43bfbb""]","[""Commercial"",""Competitive"",""Fit"",""Security"",""Sponsorship"",""Timing"",""Value/Product""]",true,unknown,"The transcript discusses POC planning, resource constraints, and integration challenges, but does not reveal the actual reason why the deal was ultimately lost. While there are mentions of unfinished integrations and complexity issues, these appear to be ongoing challenges rather than the final loss reason."
dc4cff9b49dce128f0491bda8eed3640,53014767140,Bullish,Bullish,Classic,newbusiness,US MM,Closed Lost,2026-04-09,2026-01-06,88,98000.00,98000.00,EJ Rauseo,Competition,"[""Competitive""]",3,2026-04-08,2026-03-24,"[""0ebac38e9e6395ab192f8422b0943a26"",""ac6ca2592c6aadf14917f6aa4dc66125"",""98fc1eeeef01cd0003f26e05c9db06e9""]","[""Commercial"",""Competitive"",""Fit"",""Timing"",""Value/Product""]",true,no,"The transcript clearly shows Bullish chose to stick with Backstage rather than losing to a competitor. Their decision was based on concerns about ""the long-term viability of the IDP concept itself"" and uncertainty about whether IDPs will remain relevant, not because they selected a competing vendor over Port."
da35b422080973a51545532d88f64c49,53284612654,Expression,Expression,Classic,newbusiness,US MM,Closed Lost,2026-04-09,2026-01-06,79,18000.00,18000.00,Daniel Alper,Security,"[""Security""]",3,2026-03-06,2026-01-09,"[""3651c97b7eaddacfd453347ad3b43256"",""f48e19509b1bf397d4489e4f4efc5884"",""c6470c7d8e81aa8289a16af49a0b2568""]","[""Commercial"",""Value/Product"",""Security""]",true,no,"The transcript shows the deal progressing positively with Expression Networks expressing interest in a pilot program and scheduling follow-up calls, rather than being lost due to security concerns. Benjamin found the pricing ""reasonable"" and they were actively moving forward with evaluation plans, which contradicts a security-based loss reason."
c6d818146c35087cdc09ff58f81d660e,50909631812,Kinective,Kinective,Classic,newbusiness,US MM,Closed Lost,2026-04-09,2025-12-02,127,33600.00,33600.00,EJ Rauseo,Unable to connect,"[""No Engagement""]",3,2026-02-25,2025-12-10,"[""e18959b1f2ba9ae41b66daeb1b2f6bb9"",""f74b402a6f987018b16a5292e4b5131a"",""b3ffadcca922b1ba6e87bdb2b2b8aa7e""]","[""Commercial"",""Fit"",""Value/Product""]",false,no,"The transcript shows active engagement with multiple follow-up meetings scheduled, detailed technical discussions, and concrete next steps planned including a February 25th demo. This contradicts the stated reason of ""Unable to connect"" as there were clearly successful connections and ongoing communication between the parties."
170b262c0fa33ef11dd46508ee2e9478,50870372871,Cegid,Cegid,Classic,newbusiness,EMEA Ent,Closed Lost,2026-04-09,2025-12-02,84,150000.00,150000.00,Benjamin Duckworth,Competition;Price;Budget,"[""Competitive"",""Commercial""]",3,2026-02-18,2025-12-17,"[""32ddf8bf3553e4f0e09faf12627efedc"",""281d416ecb2b666e3b3ea1a7d6d38d51"",""70a1e1ae8845ac7e580edbc164027dd9""]","[""Commercial"",""Value/Product"",""Security"",""Timing"",""Sponsorship""]",true,unknown,"The transcript summaries focus on POC planning, product demonstrations, and next steps for implementation, but do not reveal any information about why the deal was ultimately lost or mention competition, pricing, or budget concerns as factors in a decision against moving forward."
2d2c83e33f4a1f9766c327bb345835f0,54970549588,Gelato,Gelato,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-09,2026-01-29,37,21000.00,21000.00,Sharon Peretz,No value,"[""Value/Product""]",3,2026-03-31,2026-03-25,"[""79a9742cfd6c6a6b8936fc450fbc9e82"",""b65cac72d28a4dda022275b419c4bb30"",""4cb40a18fd88cf633bef468eee69d461""]","[""Commercial"",""Fit"",""Security"",""Value/Product""]",true,no,"The transcript shows active engagement with GetPort.io team members discussing implementation details, automation workflows, and scheduling follow-up meetings, with specific action items assigned to continue the project. There is no indication that the customer found no value in the solution - rather, they appear committed to moving forward with implementation steps."
f4fb0750276cfaf7f35a141087319442,54298799666,Open Bet,Open Bet,Classic,newbusiness,EMEA MM,Closed Lost,2026-04-08,2026-01-21,55,100000.00,100000.00,Matthew Bilsland,Bad timing,"[""Timing""]",1,2026-02-05,2026-02-05,"[""8902b67bbe463346dbc1703260f04e36""]","[""Commercial"",""Value/Product"",""Timing""]",true,unknown,"The transcript does not reveal any loss reason at all. While Francis indicated they would discuss internally and preferred not to set an immediate follow-up, this appears to be normal sales process behavior rather than a rejection, and there is no mention of timing issues or any other specific reason for not moving forward with the deal."
